offer_ID,structure_type,floor,structure_age, insurance_amount ,water_damage,price,insurance_claim,mortgage,service_index,company,earthquake_cover,robbery_cover,,
3138,בניין קומת קרקע,null,7," 500,000 ",שרברב מטעם חברת הביטוח,881,ב-36 חודשים אחרונים,לא,73,"הכשרה חברה לביטוח בע""מ",כולל,כולל,,
3139,בניין קומת קרקע,null,7," 500,000 ",שרברב מטעם חברת הביטוח,889,ב-36 חודשים אחרונים,לא,78,"שירביט חברה לביטוח בע""מ",כולל,כולל,,
3140,בניין קומת קרקע,null,7," 500,000 ",שרברב מטעם חברת הביטוח,892,ב-36 חודשים אחרונים,לא,null,"ליברה חברה לביטוח בע""מ",כולל,כולל,,
3141,בניין קומת קרקע,null,7," 500,000 ",שרברב מטעם חברת הביטוח,924,ב-36 חודשים אחרונים,לא,74,"ש. שלמה חברה לביטוח בע""מ",כולל,כולל,,
3142,בניין קומת קרקע,null,7," 500,000 ",שרברב מטעם חברת הביטוח,943,ב-36 חודשים אחרונים,לא,86,"איי. די. איי. חברה לביטוח בע""מ",כולל,כולל,,
3143,בניין קומת קרקע,null,7," 500,000 ",שרברב מטעם חברת הביטוח,976,ב-36 חודשים אחרונים,לא,84,"שומרה חברה לביטוח בע""מ",כולל,כולל,,
3144,בניין קומת קרקע,null,7," 500,000 ",שרברב מטעם חברת הביטוח,981,ב-36 חודשים אחרונים,לא,84,"איי אי ג'י ישראל חברה לביטוח בע""מ",כולל,כולל,,
3145,בניין קומת קרקע,null,7," 500,000 ",שרברב מטעם חברת הביטוח,"1,061",ב-36 חודשים אחרונים,לא,72,"מנורה מבטחים ביטוח בע""מ",כולל,כולל,,
3146,בניין קומת קרקע,null,7," 500,000 ",שרברב מטעם חברת הביטוח,"1,225",ב-36 חודשים אחרונים,לא,79,"הראל חברה לביטוח בע""מ",כולל,כולל,,
3147,בניין קומת קרקע,null,7," 500,000 ",שרברב מטעם חברת הביטוח,"1,245",ב-36 חודשים אחרונים,לא,77,"כלל חברה לביטוח בע""מ",כולל,כולל,,
3148,בניין קומת קרקע,null,7," 500,000 ",שרברב מטעם חברת הביטוח,"1,320",ב-36 חודשים אחרונים,לא,76,"מגדל חברה לביטוח בע""מ",כולל,כולל,,
3149,בניין קומת קרקע,null,7," 500,000 ",שרברב מטעם חברת הביטוח,"1,360",ב-36 חודשים אחרונים,לא,null,"ווישור חברה לביטוח בע""מ",כולל,כולל,,
3150,בניין קומת קרקע,null,7," 500,000 ",שרברב מטעם חברת הביטוח,"1,818",ב-36 חודשים אחרונים,לא,71,"איילון חברה לביטוח בע""מ",כולל,כולל,,
3151,בניין קומת קרקע,null,7," 500,000 ",שרברב לבחירת המבוטח,828,ב-36 חודשים אחרונים,לא,86,"איי. די. איי. חברה לביטוח בע""מ",כולל,כולל,,
3152,בניין קומת קרקע,null,7," 500,000 ",שרברב לבחירת המבוטח,892,ב-36 חודשים אחרונים,לא,null,"ליברה חברה לביטוח בע""מ",כולל,כולל,,
3153,בניין קומת קרקע,null,7," 500,000 ",שרברב לבחירת המבוטח,"1,011",ב-36 חודשים אחרונים,לא,73,"הכשרה חברה לביטוח בע""מ",כולל,כולל,,
3154,בניין קומת קרקע,null,7," 500,000 ",שרברב לבחירת המבוטח,"1,160",ב-36 חודשים אחרונים,לא,76,"מגדל חברה לביטוח בע""מ",כולל,כולל,,
3155,בניין קומת קרקע,null,7," 500,000 ",שרברב לבחירת המבוטח,"1,226",ב-36 חודשים אחרונים,לא,74,"ש. שלמה חברה לביטוח בע""מ",כולל,כולל,,
3156,בניין קומת קרקע,null,7," 500,000 ",שרברב לבחירת המבוטח,"1,360",ב-36 חודשים אחרונים,לא,null,"ווישור חברה לביטוח בע""מ",כולל,כולל,,
3157,בניין קומת קרקע,null,7," 500,000 ",שרברב לבחירת המבוטח,"1,371",ב-36 חודשים אחרונים,לא,80,"ביטוח חקלאי - אגודה שיתופית מרכזית בע""מ",כולל,כולל,,
3158,בניין קומת קרקע,null,7," 500,000 ",שרברב לבחירת המבוטח,"1,440",ב-36 חודשים אחרונים,לא,81,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
3159,בניין קומת קרקע,null,7," 500,000 ",שרברב לבחירת המבוטח,"1,499",ב-36 חודשים אחרונים,לא,78,"שירביט חברה לביטוח בע""מ",כולל,כולל,,
3160,בניין קומת קרקע,null,7," 500,000 ",שרברב לבחירת המבוטח,"1,526",ב-36 חודשים אחרונים,לא,84,"שומרה חברה לביטוח בע""מ",כולל,כולל,,
3161,בניין קומת קרקע,null,7," 500,000 ",שרברב לבחירת המבוטח,"1,696",ב-36 חודשים אחרונים,לא,72,"מנורה מבטחים ביטוח בע""מ",כולל,כולל,,
3162,בניין קומת קרקע,null,7," 500,000 ",שרברב לבחירת המבוטח,"1,820",ב-36 חודשים אחרונים,לא,77,"כלל חברה לביטוח בע""מ",כולל,כולל,,
3163,בניין קומת קרקע,null,7," 500,000 ",שרברב לבחירת המבוטח,"2,376",ב-36 חודשים אחרונים,לא,71,"איילון חברה לביטוח בע""מ",כולל,כולל,,
3164,בניין קומת קרקע,null,7," 500,000 ",שרברב לבחירת המבוטח,"2,598",ב-36 חודשים אחרונים,לא,84,"איי אי ג'י ישראל חברה לביטוח בע""מ",כולל,כולל,,
3165,בניין קומת קרקע,null,7," 500,000 ",שרברב לבחירת המבוטח,"2,635",ב-36 חודשים אחרונים,לא,79,"הראל חברה לביטוח בע""מ",כולל,כולל,,
3166,בניין קומת קרקע,null,7," 500,000 ",ללא כיסוי כלל,492,ב-36 חודשים אחרונים,לא,74,"ש. שלמה חברה לביטוח בע""מ",כולל,כולל,,
3167,בניין קומת קרקע,null,7," 500,000 ",ללא כיסוי כלל,499,ב-36 חודשים אחרונים,לא,78,"שירביט חברה לביטוח בע""מ",כולל,כולל,,
3168,בניין קומת קרקע,null,7," 500,000 ",ללא כיסוי כלל,523,ב-36 חודשים אחרונים,לא,86,"איי. די. איי. חברה לביטוח בע""מ",כולל,כולל,,
3169,בניין קומת קרקע,null,7," 500,000 ",ללא כיסוי כלל,532,ב-36 חודשים אחרונים,לא,84,"איי אי ג'י ישראל חברה לביטוח בע""מ",כולל,כולל,,
3170,בניין קומת קרקע,null,7," 500,000 ",ללא כיסוי כלל,540,ב-36 חודשים אחרונים,לא,81,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
3171,בניין קומת קרקע,null,7," 500,000 ",ללא כיסוי כלל,560,ב-36 חודשים אחרונים,לא,null,"ליברה חברה לביטוח בע""מ",כולל,כולל,,
3172,בניין קומת קרקע,null,7," 500,000 ",ללא כיסוי כלל,601,ב-36 חודשים אחרונים,לא,80,"ביטוח חקלאי - אגודה שיתופית מרכזית בע""מ",כולל,כולל,,
3173,בניין קומת קרקע,null,7," 500,000 ",ללא כיסוי כלל,626,ב-36 חודשים אחרונים,לא,84,"שומרה חברה לביטוח בע""מ",כולל,כולל,,
3174,בניין קומת קרקע,null,7," 500,000 ",ללא כיסוי כלל,635,ב-36 חודשים אחרונים,לא,79,"הראל חברה לביטוח בע""מ",כולל,כולל,,
3175,בניין קומת קרקע,null,7," 500,000 ",ללא כיסוי כלל,660,ב-36 חודשים אחרונים,לא,76,"מגדל חברה לביטוח בע""מ",כולל,כולל,,
3176,בניין קומת קרקע,null,7," 500,000 ",ללא כיסוי כלל,696,ב-36 חודשים אחרונים,לא,72,"מנורה מבטחים ביטוח בע""מ",כולל,כולל,,
3177,בניין קומת קרקע,null,7," 500,000 ",ללא כיסוי כלל,850,ב-36 חודשים אחרונים,לא,77,"כלל חברה לביטוח בע""מ",כולל,כולל,,
3178,בניין קומת קרקע,null,7," 500,000 ",ללא כיסוי כלל,"1,061",ב-36 חודשים אחרונים,לא,73,"הכשרה חברה לביטוח בע""מ",כולל,כולל,,
3179,בניין קומת קרקע,null,7," 500,000 ",ללא כיסוי כלל,"1,328",ב-36 חודשים אחרונים,לא,71,"איילון חברה לביטוח בע""מ",כולל,כולל,,
3180,בניין קומת קרקע,null,7," 500,000 ",ללא כיסוי כלל,"1,360",ב-36 חודשים אחרונים,לא,null,"ווישור חברה לביטוח בע""מ",כולל,כולל,,
3181,בניין קומת קרקע,null,7," 500,000 ",שרברב מטעם חברת הביטוח,811,יותר מאחת בשלוש שנים,לא,80,"ביטוח חקלאי - אגודה שיתופית מרכזית בע""מ",כולל,כולל,,
3182,בניין קומת קרקע,null,7," 500,000 ",שרברב מטעם חברת הביטוח,838,יותר מאחת בשלוש שנים,לא,81,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
3183,בניין קומת קרקע,null,7," 500,000 ",שרברב מטעם חברת הביטוח,881,יותר מאחת בשלוש שנים,לא,73,"הכשרה חברה לביטוח בע""מ",כולל,כולל,,
3184,בניין קומת קרקע,null,7," 500,000 ",שרברב מטעם חברת הביטוח,889,יותר מאחת בשלוש שנים,לא,78,"שירביט חברה לביטוח בע""מ",כולל,כולל,,
3185,בניין קומת קרקע,null,7," 500,000 ",שרברב מטעם חברת הביטוח,901,יותר מאחת בשלוש שנים,לא,null,"ליברה חברה לביטוח בע""מ",כולל,כולל,,
3186,בניין קומת קרקע,null,7," 500,000 ",שרברב מטעם חברת הביטוח,924,יותר מאחת בשלוש שנים,לא,74,"ש. שלמה חברה לביטוח בע""מ",כולל,כולל,,
3187,בניין קומת קרקע,null,7," 500,000 ",שרברב מטעם חברת הביטוח,943,יותר מאחת בשלוש שנים,לא,86,"איי. די. איי. חברה לביטוח בע""מ",כולל,כולל,,
3188,בניין קומת קרקע,null,7," 500,000 ",שרברב מטעם חברת הביטוח,976,יותר מאחת בשלוש שנים,לא,84,"שומרה חברה לביטוח בע""מ",כולל,כולל,,
3189,בניין קומת קרקע,null,7," 500,000 ",שרברב מטעם חברת הביטוח,"1,034",יותר מאחת בשלוש שנים,לא,84,"איי אי ג'י ישראל חברה לביטוח בע""מ",כולל,כולל,,
3190,בניין קומת קרקע,null,7," 500,000 ",שרברב מטעם חברת הביטוח,"1,061",יותר מאחת בשלוש שנים,לא,72,"מנורה מבטחים ביטוח בע""מ",כולל,כולל,,
3191,בניין קומת קרקע,null,7," 500,000 ",שרברב מטעם חברת הביטוח,"1,225",יותר מאחת בשלוש שנים,לא,79,"הראל חברה לביטוח בע""מ",כולל,כולל,,
3192,בניין קומת קרקע,null,7," 500,000 ",שרברב מטעם חברת הביטוח,"1,253",יותר מאחת בשלוש שנים,לא,77,"כלל חברה לביטוח בע""מ",כולל,כולל,,
3193,בניין קומת קרקע,null,7," 500,000 ",שרברב מטעם חברת הביטוח,"1,320",יותר מאחת בשלוש שנים,לא,76,"מגדל חברה לביטוח בע""מ",כולל,כולל,,
3194,בניין קומת קרקע,null,7," 500,000 ",שרברב מטעם חברת הביטוח,"1,360",יותר מאחת בשלוש שנים,לא,null,"ווישור חברה לביטוח בע""מ",כולל,כולל,,
3195,בניין קומת קרקע,null,7," 500,000 ",שרברב מטעם חברת הביטוח,"1,917",יותר מאחת בשלוש שנים,לא,71,"איילון חברה לביטוח בע""מ",כולל,כולל,,
3196,בניין קומת קרקע,null,7," 500,000 ",שרברב לבחירת המבוטח,828,יותר מאחת בשלוש שנים,לא,86,"איי. די. איי. חברה לביטוח בע""מ",כולל,כולל,,
3197,בניין קומת קרקע,null,7," 500,000 ",שרברב לבחירת המבוטח,901,יותר מאחת בשלוש שנים,לא,null,"ליברה חברה לביטוח בע""מ",כולל,כולל,,
3198,בניין קומת קרקע,null,7," 500,000 ",שרברב לבחירת המבוטח,"1,011",יותר מאחת בשלוש שנים,לא,73,"הכשרה חברה לביטוח בע""מ",כולל,כולל,,
3199,בניין קומת קרקע,null,7," 500,000 ",שרברב לבחירת המבוטח,"1,160",יותר מאחת בשלוש שנים,לא,76,"מגדל חברה לביטוח בע""מ",כולל,כולל,,
3200,בניין קומת קרקע,null,7," 500,000 ",שרברב לבחירת המבוטח,"1,226",יותר מאחת בשלוש שנים,לא,74,"ש. שלמה חברה לביטוח בע""מ",כולל,כולל,,
3201,בניין קומת קרקע,null,7," 500,000 ",שרברב לבחירת המבוטח,"1,360",יותר מאחת בשלוש שנים,לא,null,"ווישור חברה לביטוח בע""מ",כולל,כולל,,
3202,בניין קומת קרקע,null,7," 500,000 ",שרברב לבחירת המבוטח,"1,371",יותר מאחת בשלוש שנים,לא,80,"ביטוח חקלאי - אגודה שיתופית מרכזית בע""מ",כולל,כולל,,
3203,בניין קומת קרקע,null,7," 500,000 ",שרברב לבחירת המבוטח,"1,440",יותר מאחת בשלוש שנים,לא,81,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
3204,בניין קומת קרקע,null,7," 500,000 ",שרברב לבחירת המבוטח,"1,499",יותר מאחת בשלוש שנים,לא,78,"שירביט חברה לביטוח בע""מ",כולל,כולל,,
3205,בניין קומת קרקע,null,7," 500,000 ",שרברב לבחירת המבוטח,"1,526",יותר מאחת בשלוש שנים,לא,84,"שומרה חברה לביטוח בע""מ",כולל,כולל,,
3206,בניין קומת קרקע,null,7," 500,000 ",שרברב לבחירת המבוטח,"1,696",יותר מאחת בשלוש שנים,לא,72,"מנורה מבטחים ביטוח בע""מ",כולל,כולל,,
3207,בניין קומת קרקע,null,7," 500,000 ",שרברב לבחירת המבוטח,"1,828",יותר מאחת בשלוש שנים,לא,77,"כלל חברה לביטוח בע""מ",כולל,כולל,,
3208,בניין קומת קרקע,null,7," 500,000 ",שרברב לבחירת המבוטח,"2,476",יותר מאחת בשלוש שנים,לא,71,"איילון חברה לביטוח בע""מ",כולל,כולל,,
3209,בניין קומת קרקע,null,7," 500,000 ",שרברב לבחירת המבוטח,"2,635",יותר מאחת בשלוש שנים,לא,79,"הראל חברה לביטוח בע""מ",כולל,כולל,,
3210,בניין קומת קרקע,null,7," 500,000 ",שרברב לבחירת המבוטח,"2,651",יותר מאחת בשלוש שנים,לא,84,"איי אי ג'י ישראל חברה לביטוח בע""מ",כולל,כולל,,
3211,בניין קומת קרקע,null,7," 500,000 ",ללא כיסוי כלל,492,יותר מאחת בשלוש שנים,לא,74,"ש. שלמה חברה לביטוח בע""מ",כולל,כולל,,
3212,בניין קומת קרקע,null,7," 500,000 ",ללא כיסוי כלל,499,יותר מאחת בשלוש שנים,לא,78,"שירביט חברה לביטוח בע""מ",כולל,כולל,,
3213,בניין קומת קרקע,null,7," 500,000 ",ללא כיסוי כלל,523,יותר מאחת בשלוש שנים,לא,86,"איי. די. איי. חברה לביטוח בע""מ",כולל,כולל,,
3214,בניין קומת קרקע,null,7," 500,000 ",ללא כיסוי כלל,540,יותר מאחת בשלוש שנים,לא,81,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
3215,בניין קומת קרקע,null,7," 500,000 ",ללא כיסוי כלל,568,יותר מאחת בשלוש שנים,לא,null,"ליברה חברה לביטוח בע""מ",כולל,כולל,,
3216,בניין קומת קרקע,null,7," 500,000 ",ללא כיסוי כלל,585,יותר מאחת בשלוש שנים,לא,84,"איי אי ג'י ישראל חברה לביטוח בע""מ",כולל,כולל,,
3217,בניין קומת קרקע,null,7," 500,000 ",ללא כיסוי כלל,601,יותר מאחת בשלוש שנים,לא,80,"ביטוח חקלאי - אגודה שיתופית מרכזית בע""מ",כולל,כולל,,
3218,בניין קומת קרקע,null,7," 500,000 ",ללא כיסוי כלל,626,יותר מאחת בשלוש שנים,לא,84,"שומרה חברה לביטוח בע""מ",כולל,כולל,,
3219,בניין קומת קרקע,null,7," 500,000 ",ללא כיסוי כלל,635,יותר מאחת בשלוש שנים,לא,79,"הראל חברה לביטוח בע""מ",כולל,כולל,,
3220,בניין קומת קרקע,null,7," 500,000 ",ללא כיסוי כלל,660,יותר מאחת בשלוש שנים,לא,76,"מגדל חברה לביטוח בע""מ",כולל,כולל,,
3221,בניין קומת קרקע,null,7," 500,000 ",ללא כיסוי כלל,696,יותר מאחת בשלוש שנים,לא,72,"מנורה מבטחים ביטוח בע""מ",כולל,כולל,,
3222,בניין קומת קרקע,null,7," 500,000 ",ללא כיסוי כלל,850,יותר מאחת בשלוש שנים,לא,77,"כלל חברה לביטוח בע""מ",כולל,כולל,,
3223,בניין קומת קרקע,null,7," 500,000 ",ללא כיסוי כלל,"1,061",יותר מאחת בשלוש שנים,לא,73,"הכשרה חברה לביטוח בע""מ",כולל,כולל,,
3224,בניין קומת קרקע,null,7," 500,000 ",ללא כיסוי כלל,"1,360",יותר מאחת בשלוש שנים,לא,null,"ווישור חברה לביטוח בע""מ",כולל,כולל,,
3225,בניין קומת קרקע,null,7," 500,000 ",ללא כיסוי כלל,"1,428",יותר מאחת בשלוש שנים,לא,71,"איילון חברה לביטוח בע""מ",כולל,כולל,,
3226,בניין קומת קרקע,null,7," 500,000 ",שרברב מטעם חברת הביטוח,657,ללא תביעות,כן,80,"ביטוח חקלאי - אגודה שיתופית מרכזית בע""מ",כולל,כולל,,
3227,בניין קומת קרקע,null,7," 500,000 ",שרברב מטעם חברת הביטוח,698,ללא תביעות,כן,78,"שירביט חברה לביטוח בע""מ",כולל,כולל,,
3228,בניין קומת קרקע,null,7," 500,000 ",שרברב מטעם חברת הביטוח,750,ללא תביעות,כן,77,"כלל חברה לביטוח בע""מ",כולל,כולל,,
3229,בניין קומת קרקע,null,7," 500,000 ",שרברב מטעם חברת הביטוח,750,ללא תביעות,כן,84,"שומרה חברה לביטוח בע""מ",כולל,כולל,,
3230,בניין קומת קרקע,null,7," 500,000 ",שרברב מטעם חברת הביטוח,750,ללא תביעות,כן,76,"מגדל חברה לביטוח בע""מ",כולל,כולל,,
3231,בניין קומת קרקע,null,7," 500,000 ",שרברב מטעם חברת הביטוח,751,ללא תביעות,כן,null,"ליברה חברה לביטוח בע""מ",כולל,כולל,,
3232,בניין קומת קרקע,null,7," 500,000 ",שרברב מטעם חברת הביטוח,754,ללא תביעות,כן,81,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
3233,בניין קומת קרקע,null,7," 500,000 ",שרברב מטעם חברת הביטוח,817,ללא תביעות,כן,74,"ש. שלמה חברה לביטוח בע""מ",כולל,כולל,,
3234,בניין קומת קרקע,null,7," 500,000 ",שרברב מטעם חברת הביטוח,856,ללא תביעות,כן,84,"איי אי ג'י ישראל חברה לביטוח בע""מ",כולל,כולל,,
3235,בניין קומת קרקע,null,7," 500,000 ",שרברב מטעם חברת הביטוח,867,ללא תביעות,כן,73,"הכשרה חברה לביטוח בע""מ",כולל,כולל,,
3236,בניין קומת קרקע,null,7," 500,000 ",שרברב מטעם חברת הביטוח,893,ללא תביעות,כן,86,"איי. די. איי. חברה לביטוח בע""מ",כולל,כולל,,
3237,בניין קומת קרקע,null,7," 500,000 ",שרברב מטעם חברת הביטוח,"1,061",ללא תביעות,כן,72,"מנורה מבטחים ביטוח בע""מ",כולל,כולל,,
3238,בניין קומת קרקע,null,7," 500,000 ",שרברב מטעם חברת הביטוח,"1,225",ללא תביעות,כן,79,"הראל חברה לביטוח בע""מ",כולל,כולל,,
3239,בניין קומת קרקע,null,7," 500,000 ",שרברב מטעם חברת הביטוח,"1,360",ללא תביעות,כן,null,"ווישור חברה לביטוח בע""מ",כולל,כולל,,
3240,בניין קומת קרקע,null,7," 500,000 ",שרברב מטעם חברת הביטוח,"1,536",ללא תביעות,כן,71,"איילון חברה לביטוח בע""מ",כולל,כולל,,
3241,בניין קומת קרקע,null,7," 500,000 ",שרברב לבחירת המבוטח,750,ללא תביעות,כן,77,"כלל חברה לביטוח בע""מ",כולל,כולל,,
3242,בניין קומת קרקע,null,7," 500,000 ",שרברב לבחירת המבוטח,751,ללא תביעות,כן,null,"ליברה חברה לביטוח בע""מ",כולל,כולל,,
3243,בניין קומת קרקע,null,7," 500,000 ",שרברב לבחירת המבוטח,778,ללא תביעות,כן,86,"איי. די. איי. חברה לביטוח בע""מ",כולל,כולל,,
3244,בניין קומת קרקע,null,7," 500,000 ",שרברב לבחירת המבוטח,800,ללא תביעות,כן,76,"מגדל חברה לביטוח בע""מ",כולל,כולל,,
3245,בניין קומת קרקע,null,7," 500,000 ",שרברב לבחירת המבוטח,997,ללא תביעות,כן,73,"הכשרה חברה לביטוח בע""מ",כולל,כולל,,
3246,בניין קומת קרקע,null,7," 500,000 ",שרברב לבחירת המבוטח,"1,089",ללא תביעות,כן,74,"ש. שלמה חברה לביטוח בע""מ",כולל,כולל,,
3247,בניין קומת קרקע,null,7," 500,000 ",שרברב לבחירת המבוטח,"1,217",ללא תביעות,כן,80,"ביטוח חקלאי - אגודה שיתופית מרכזית בע""מ",כולל,כולל,,
3248,בניין קומת קרקע,null,7," 500,000 ",שרברב לבחירת המבוטח,"1,296",ללא תביעות,כן,81,"הפניקס חברה לביטוח בע""מ",ט,כולל,,
3249,בניין קומת קרקע,null,7," 500,000 ",שרברב לבחירת המבוטח,"1,308",ללא תביעות,כן,78,"שירביט חברה לביטוח בע""מ",כולל,כולל,,
3250,בניין קומת קרקע,null,7," 500,000 ",שרברב לבחירת המבוטח,"1,360",ללא תביעות,כן,null,"ווישור חברה לביטוח בע""מ",כולל,כולל,,
3251,בניין קומת קרקע,null,7," 500,000 ",שרברב לבחירת המבוטח,"1,526",ללא תביעות,כן,84,"שומרה חברה לביטוח בע""מ",כולל,כולל,,
3252,בניין קומת קרקע,null,7," 500,000 ",שרברב לבחירת המבוטח,"1,696",ללא תביעות,כן,72,"מנורה מבטחים ביטוח בע""מ",כולל,כולל,,
3253,בניין קומת קרקע,null,7," 500,000 ",שרברב לבחירת המבוטח,"2,066",ללא תביעות,כן,84,"איי אי ג'י ישראל חברה לביטוח בע""מ",כולל,כולל,,
3254,בניין קומת קרקע,null,7," 500,000 ",שרברב לבחירת המבוטח,"2,289",ללא תביעות,כן,71,"איילון חברה לביטוח בע""מ",כולל,כולל,,
3255,בניין קומת קרקע,null,7," 500,000 ",שרברב לבחירת המבוטח,"2,635",ללא תביעות,כן,79,"הראל חברה לביטוח בע""מ",כולל,כולל,,
3256,בניין קומת קרקע,null,7," 500,000 ",שרברב מטעם חברת הביטוח,657,ב-12 חודשים אחרונים,כן,80,"ביטוח חקלאי - אגודה שיתופית מרכזית בע""מ",כולל,כולל,,
3257,בניין קומת קרקע,null,7," 500,000 ",שרברב מטעם חברת הביטוח,698,ב-12 חודשים אחרונים,כן,78,"שירביט חברה לביטוח בע""מ",כולל,כולל,,
3258,בניין קומת קרקע,null,7," 500,000 ",שרברב מטעם חברת הביטוח,750,ב-12 חודשים אחרונים,כן,77,"כלל חברה לביטוח בע""מ",כולל,כולל,,
3259,בניין קומת קרקע,null,7," 500,000 ",שרברב מטעם חברת הביטוח,750,ב-12 חודשים אחרונים,כן,84,"שומרה חברה לביטוח בע""מ",כולל,כולל,,
3260,בניין קומת קרקע,null,7," 500,000 ",שרברב מטעם חברת הביטוח,750,ב-12 חודשים אחרונים,כן,76,"מגדל חברה לביטוח בע""מ",כולל,כולל,,
3261,בניין קומת קרקע,null,7," 500,000 ",שרברב מטעם חברת הביטוח,754,ב-12 חודשים אחרונים,כן,81,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
3262,בניין קומת קרקע,null,7," 500,000 ",שרברב מטעם חברת הביטוח,766,ב-12 חודשים אחרונים,כן,null,"ליברה חברה לביטוח בע""מ",כולל,כולל,,
3263,בניין קומת קרקע,null,7," 500,000 ",שרברב מטעם חברת הביטוח,817,ב-12 חודשים אחרונים,כן,74,"ש. שלמה חברה לביטוח בע""מ",כולל,כולל,,
3264,בניין קומת קרקע,null,7," 500,000 ",שרברב מטעם חברת הביטוח,881,ב-12 חודשים אחרונים,כן,73,"הכשרה חברה לביטוח בע""מ",כולל,כולל,,
3265,בניין קומת קרקע,null,7," 500,000 ",שרברב מטעם חברת הביטוח,893,ב-12 חודשים אחרונים,כן,86,"איי. די. איי. חברה לביטוח בע""מ",כולל,כולל,,
3266,בניין קומת קרקע,null,7," 500,000 ",שרברב מטעם חברת הביטוח,936,ב-12 חודשים אחרונים,כן,84,"איי אי ג'י ישראל חברה לביטוח בע""מ",כולל,כולל,,
3267,בניין קומת קרקע,null,7," 500,000 ",שרברב מטעם חברת הביטוח,"1,061",ב-12 חודשים אחרונים,כן,72,"מנורה מבטחים ביטוח בע""מ",כולל,כולל,,
3268,בניין קומת קרקע,null,7," 500,000 ",שרברב מטעם חברת הביטוח,"1,225",ב-12 חודשים אחרונים,כן,79,"הראל חברה לביטוח בע""מ",כולל,כולל,,
3269,בניין קומת קרקע,null,7," 500,000 ",שרברב מטעם חברת הביטוח,"1,360",ב-12 חודשים אחרונים,כן,null,"ווישור חברה לביטוח בע""מ",כולל,כולל,,
3270,בניין קומת קרקע,null,7," 500,000 ",שרברב מטעם חברת הביטוח,"1,623",ב-12 חודשים אחרונים,כן,71,"איילון חברה לביטוח בע""מ",כולל,כולל,,
3271,בניין קומת קרקע,null,7," 500,000 ",שרברב לבחירת המבוטח,750,ב-12 חודשים אחרונים,כן,77,"כלל חברה לביטוח בע""מ",כולל,כולל,,
3272,בניין קומת קרקע,null,7," 500,000 ",שרברב לבחירת המבוטח,766,ב-12 חודשים אחרונים,כן,null,"ליברה חברה לביטוח בע""מ",כולל,כולל,,
3273,בניין קומת קרקע,null,7," 500,000 ",שרברב לבחירת המבוטח,778,ב-12 חודשים אחרונים,כן,86,"איי. די. איי. חברה לביטוח בע""מ",כולל,כולל,,
3274,בניין קומת קרקע,null,7," 500,000 ",שרברב לבחירת המבוטח,800,ב-12 חודשים אחרונים,כן,76,"מגדל חברה לביטוח בע""מ",כולל,כולל,,
3275,בניין קומת קרקע,null,7," 500,000 ",שרברב לבחירת המבוטח,"1,011",ב-12 חודשים אחרונים,כן,73,"הכשרה חברה לביטוח בע""מ",כולל,כולל,,
3276,בניין קומת קרקע,null,7," 500,000 ",שרברב לבחירת המבוטח,"1,089",ב-12 חודשים אחרונים,כן,74,"ש. שלמה חברה לביטוח בע""מ",כולל,כולל,,
3277,בניין קומת קרקע,null,7," 500,000 ",שרברב לבחירת המבוטח,"1,217",ב-12 חודשים אחרונים,כן,80,"ביטוח חקלאי - אגודה שיתופית מרכזית בע""מ",כולל,כולל,,
3278,בניין קומת קרקע,null,7," 500,000 ",שרברב לבחירת המבוטח,"1,296",ב-12 חודשים אחרונים,כן,81,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
3279,בניין קומת קרקע,null,7," 500,000 ",שרברב לבחירת המבוטח,"1,308",ב-12 חודשים אחרונים,כן,78,"שירביט חברה לביטוח בע""מ",כולל,כולל,,
3280,בניין קומת קרקע,null,7," 500,000 ",שרברב לבחירת המבוטח,"1,360",ב-12 חודשים אחרונים,כן,null,"ווישור חברה לביטוח בע""מ",כולל,כולל,,
3281,בניין קומת קרקע,null,7," 500,000 ",שרברב לבחירת המבוטח,"1,526",ב-12 חודשים אחרונים,כן,84,"שומרה חברה לביטוח בע""מ",כולל,כולל,,
3282,בניין קומת קרקע,null,7," 500,000 ",שרברב לבחירת המבוטח,"1,696",ב-12 חודשים אחרונים,כן,72,"מנורה מבטחים ביטוח בע""מ",כולל,כולל,,
3283,בניין קומת קרקע,null,7," 500,000 ",שרברב לבחירת המבוטח,"2,211",ב-12 חודשים אחרונים,כן,84,"איי אי ג'י ישראל חברה לביטוח בע""מ",כולל,כולל,,
3284,בניין קומת קרקע,null,7," 500,000 ",שרברב לבחירת המבוטח,"2,376",ב-12 חודשים אחרונים,כן,71,"איילון חברה לביטוח בע""מ",כולל,כולל,,
3285,בניין קומת קרקע,null,7," 500,000 ",שרברב לבחירת המבוטח,"2,635",ב-12 חודשים אחרונים,כן,79,"הראל חברה לביטוח בע""מ",כולל,כולל,,
